"platform","url","createdAt","text","media","commentCount","shareCount","likeCount","videoplayCount"
"Twitter/X","https://x.com/Fonterra/status/1653975842425556992","2023/05/04 04:12:24","@GeraldPiddock How good's the billboard though? https://t.co/QgV9iafiMt",,2,0,13,
"Twitter/X","https://x.com/Fonterra/status/1653966988052676608","2023/05/04 03:37:13","A huge congratulations to Taranaki farmer, Donna Cram, for taking home the title of 2023 Fonterra Dairy Woman of the Year 🏆 The award recognises an outstanding woman who has contributed to the dairy sector with passion, drive, and innovation. https://t.co/JWD9ogWE5w",,0,2,14,
"Twitter/X","https://x.com/Fonterra/status/1653883224613965824","2023/05/03 22:04:23","Ever wondered why butter from New Zealand is yellow? Or how butter can fit into your diet? 🤔 Follow the link to have your butter-related questions answered: https://t.co/PsRDnuKjA9 https://t.co/FAV4GO5stB",,3,0,5,
"Twitter/X","https://x.com/Fonterra/status/1649228219730759680","2023/04/21 01:47:03","Today we announced the transition from coal at our Hautapu site reducing our carbon emissions by a forecast 15,785 tonnes per annum as well as the installation of a heat pump &amp; solar thermal system at Palmerston North. https://t.co/ecoA6CbcRM",,2,1,13,
"Twitter/X","https://x.com/Fonterra/status/1646634400375795718","2023/04/13 22:00:08","Ever wondered why milk is white? 🥛 We spoke with Fonterra’s Principal Research Scientist, Sheelagh Hewitt to look into the science behind milk’s colour. Learn more here: https://t.co/fgtXEjjE1S https://t.co/tNNwEdVrOw",,0,1,4,
"Twitter/X","https://x.com/Fonterra/status/1643800667465875456","2023/04/06 02:19:54","The Centre for Climate Action Joint Venture is now open for business. Partners for the JV are Fonterra, ANZCO Foods, Rabobank, Ravensdown, Silver Fern Farms, Synlait, and the Government through MPI who will contribute a combined $35M a year until 2025. https://t.co/F9kGgzhw1Z",,0,1,8,
"Twitter/X","https://x.com/Fonterra/status/1643746103588978688","2023/04/05 22:43:05","We’re thrilled to share that the Fonterra 2023 Dairy Woman of the Year Finalists have been announced as Donna Cram, Kimberly Crewther, Rebecca Miller and Sheena Penwarden. Follow the link to learn more about the finalists. https://t.co/b288eUWwyN",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/1642626343065243649","2023/04/02 20:33:33","Today we’re reducing our 2022/23 forecast Farmgate Milk Price midpoint by 20 cents to $8.30/kgMS due to soft short-term demand and increased US &amp; EU milk production. To assist on-farm cash flow, we’ve adjusted the Advance Rate schedule. https://t.co/YMQfvQPxmY",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/1641534932169420800","2023/03/30 20:16:40","We’re pleased to confirm that today we completed the sale of our Chilean Soprole business to Gloria Foods - JORB S.A. (Gloria Foods). The sale was subject to a number of conditions which have now been satisfied. https://t.co/cBUWI0ZVdT",,1,0,9,
"Twitter/X","https://x.com/Fonterra/status/1641273871931424768","2023/03/30 02:59:19","Thoughts on a cheesy hot cross bun? 🧀🐰We're onboard! https://t.co/vBtM57Qshv",,3,1,2,
"Twitter/X","https://x.com/Fonterra/status/1640822740268765184","2023/03/28 21:06:40","Congrats to winners of the 2023 regional NZ Dairy Industry Awards! Fonterra farmers won 24 of the 30 main awards, including a clean sweep of Share Farmer of the Year, Dairy Manager of the Year and Dairy Trainee of the Year prizes in five of the 11 regions. https://t.co/JweXoKuSYO",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/1640484885961015296","2023/03/27 22:44:10","A huge congrats to all award-winners at the NZ Champions of Cheese Awards 👏 More than 250 cheeses were judged by a panel of expert judges, and our Kāpiti and Mainland cheeses were some of the favorites – taking home an impressive 39 medals! See more here: https://t.co/lYdaYjFmiO https://t.co/onJSIenFnX",,1,0,4,
"Twitter/X","https://x.com/Fonterra/status/1640161641978531840","2023/03/27 01:19:42","Think you have what it takes to be a Fonterra Tanker Driver? Join us at South Island Agricultural Field Days to put your driving skills to the test in our all new Fonterra Tanker Driver Simulator 🚚 Learn more: https://t.co/ePmnFZsx9F https://t.co/r2rBPFeqf1",,0,2,2,
"Twitter/X","https://x.com/Fonterra/status/1640096300187152393","2023/03/26 21:00:04","To celebrate International Cheese Day, we’re giving you the chance to win a selection of cheeses handpicked by award-winning cheesemaker, Cathy Lang. Visit our Instagram @fonterra.nz to see how you can go in the draw to win. https://t.co/8z2niXeL9U",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/1638328245530804225","2023/03/21 23:54:27","Learn more about how we’re protecting and conserving water across the Co-op here: https://t.co/XtKgGqq8fU https://t.co/k6HuTiRx35",,0,1,3,
"Twitter/X","https://x.com/Fonterra/status/1636089276088872960","2023/03/15 19:37:35","Today we released our 2023 Interim Results and provided an update on proposed capital returns. Follow the link to read more: https://t.co/Vw50VAWWJ8 https://t.co/WLai8H0giZ",,4,3,15,
"Twitter/X","https://x.com/Fonterra/status/1635097703129681922","2023/03/13 01:57:25","We can’t wait to see you at Central Districts Field Days! Be sure to get a moo-ment at our photobooth and become a front cover magazine star 📸 See what's happening at our site here: https://t.co/ePmnFZsx9F https://t.co/wLkC1Zevyp",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/1633226170845265921","2023/03/07 22:00:37","Happy International Women’s Day to all the incredible wāhine out there🙌 Follow the link to read stories from some of the amazing women in our team: https://t.co/C6BcMOxI8v
#InternationalWomensDay #IWD2023 #EmbraceEquity",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/1632852517985095681","2023/03/06 21:15:51","We've never seen a more perfect shower curtain 🐮❤️ #cowsoftwitter https://t.co/Uy6eUExw9A",,0,1,8,
"Twitter/X","https://x.com/Fonterra/status/1631138727417499649","2023/03/02 03:45:52","A huge congrats to Fonterra suppliers Aleisha Broomfield (Share Farmer of the Year), Sam Dodd (Dairy Manager of the Year) and Natasha Price (Dairy Trainee of the Year), who were all award-winners at last night's 2023 Waikato Dairy Industry Awards 👏 https://t.co/VUxkzoJV4G https://t.co/2LRKbhuDqy",,3,0,29,
"Twitter/X","https://x.com/Fonterra/status/1629952218777505793","2023/02/26 21:11:06","Northland Field Days will be going ahead this week. If you have the time to visit, we'd love to see you. We're looking forward to catching up with our farmers over a cuppa. Visit the link to see what’s on at our site: https://t.co/ePmnFZrZk7 https://t.co/jFJNLzHPoL",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/1628888030273753089","2023/02/23 22:42:24","Follow the link to donate now which will help support communities in cyclone-affected regions: https://t.co/kADywyMVUS https://t.co/redO5kksVs",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/1628841080774082560","2023/02/23 19:35:50","Today we reduced &amp; narrowed our 22/23 season forecast Farmgate Milk Price range to NZ$8.20-$8.80 per kgMS &amp; updated our forecast milk collections due to current seasonal and market conditions. Outlook for NZ dairy remains positive. Read more: https://t.co/zNxskVZIje",,1,0,2,
"Twitter/X","https://x.com/Fonterra/status/1628478618384089088","2023/02/22 19:35:32","Today we provided an update on the sale of our Chilean Soprole business, with approval from the competition authority in Chile now received. The sale remains subject to a number of other conditions. https://t.co/EZDvF0GcFp",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/1627407275790061568","2023/02/19 20:38:24","""Something a little different from the milk vats I usually cart. A kind farmer loaned a generator to take north to get a few cows milked. Co-operative spirit at its finest 🐄"" - Ben Clifford, On Farm Asset Technician at Fonterra https://t.co/cYeEGbXhxr",,3,0,38,
"Twitter/X","https://x.com/Fonterra/status/1626441532621586433","2023/02/17 04:40:53","Teams across the Co-op have been working hard to support our farmers and communities – both in the immediate response as well as looking at what we can do in the weeks ahead. Follow the link to see the different ways you can support: https://t.co/Z4nr5hXRSI https://t.co/k49UpAFLT0",,0,1,10,
"Twitter/X","https://x.com/Fonterra/status/1626438497530949634","2023/02/17 04:28:50","Farmers helping out in their communities, things we love to see 🙌",,1,1,15,
"Twitter/X","https://x.com/Fonterra/status/1626353104403963904","2023/02/16 22:49:30","An emotional video that sums up the special bond between farmers and cows. This was captured on a farm near Waipukurau and thankfully the herd made it safely to dry land.",,1,0,12,
"Twitter/X","https://x.com/Fonterra/status/1626307446145978368","2023/02/16 19:48:05","Today we announced that Chief Operating Officer, Fraser Whineray, intends to resign from Fonterra at the end of this financial year on 31 July. Read more: https://t.co/pDjy9ccI5A",,0,1,1,
"Twitter/X","https://x.com/Fonterra/status/1625713506556461057","2023/02/15 04:27:58","Many parts of NZ have been hit hard by Cyclone Gabrielle and our thoughts go out to everyone impacted. The worst of the weather seems to be over but there’s still a lot to do as part of the recovery. Supporting farmers &amp; employees through this is our top priority.",,0,0,24,
"Twitter/X","https://x.com/Fonterra/status/1624934994476154880","2023/02/13 00:54:27","A research partnership our Co-op is a key member of has found that feeding cows plantain could reduce nitrogen leaching from dairy farms by 20-60%. Learn more here: https://t.co/FWSojjzS2V",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/1623494637217529859","2023/02/09 01:30:59","We’re excited to announce a new partnership with MAN Energy Solutions, which will see the implementation of an industrial high temperature heat pump that could result in a reduction of 60K metric tons of CO2 annually for the Co-op. https://t.co/ID7pnWvQ4G",,0,0,4,
"Twitter/X","https://x.com/Fonterra/status/1618428847116124163","2023/01/26 02:01:20","Anchor Actif-Fiber and Anchor Beaute, are two new products that have been developed as part of an exclusive innovation partnership with convenient store giant 7-Eleven, and have just hit 14,000 outlets across Thailand. Read more here: https://t.co/XPPzv8Zn0t https://t.co/LdbXhPuf7G",,1,0,8,
"Twitter/X","https://x.com/Fonterra/status/1613720358020091906","2023/01/13 02:11:29","Our partnership with Kaipara Moana Remediation is delivering environmental action on the ground by encouraging dairy farmers within the Kaipara Moana catchment to fence off waterways and plant native trees to improve the health of the harbour. Read more: https://t.co/WfMCunKG4z",,1,0,10,
"Twitter/X","https://x.com/Fonterra/status/1608931279692599297","2022/12/30 21:01:24","Cheers to 2023 🥛 Wishing everyone a happy ‘moo’ year! https://t.co/VdMu32T1WA",,0,2,12,
"Twitter/X","https://x.com/Fonterra/status/1605277480939671581","2022/12/20 19:02:30","Wishing you a very, dairy Christmas and a happy moo year! 🎅🥛 https://t.co/GL7SNbainn",,1,1,11,
"Twitter/X","https://x.com/Fonterra/status/1603586366482264064","2022/12/16 03:02:37","Last month, we officially opened the largest automated Cool Distribution Centre in NZ, at our Crawford Street site in Hamilton. The upgrade will improve site efficiency, reduce energy consumption, and reduce product &amp; infrastructure damage. https://t.co/8tQHtl8D7V",,0,0,9,
"Twitter/X","https://x.com/Fonterra/status/1602457265147359232","2022/12/13 00:15:58","Meet the latest addition to our fleet 🚚🔋

Yesterday we launched the first electric Volvo truck on New Zealand soil in partnership with Volvo Trucks NZ and its parent company Sime Darby Motors NZ.

Learn more: https://t.co/dHNfLhG1aR https://t.co/8UchQ96bPD",,2,1,7,
"Twitter/X","https://x.com/Fonterra/status/1602375355087876096","2022/12/12 18:50:30","Today with Nestlé, we agreed the sale of our Dairy Partners Americas Brazil joint venture to French dairy company Lactalis for BRL 700m (approximately NZD $210m subject to closing transaction adjustments). https://t.co/m3XritbCXE",,1,1,1,
"Twitter/X","https://x.com/Fonterra/status/1601027213859893248","2022/12/09 01:33:28","We were delighted to take home the Most Improved Performance Award at the Deloitte Top 200 Awards last night. But that wasn’t the only success of the night - a huge congratulations to Victoria Lam &amp; Marc Rivers who were finalists in the awards. https://t.co/GsWX3odbTl",,0,0,9,
"Twitter/X","https://x.com/Fonterra/status/1600754313818968064","2022/12/08 07:29:03","We’re excited to share that we've been named the winner of the BusinessNZ's Most Improved Performance Award at tonight’s 2022 @Deloitte Top 200 Awards! This award recognises an outstanding change in business performance. Congratulations to all finalists and winners tonight.",,0,0,20,
"Twitter/X","https://x.com/Fonterra/status/1600577290794323968","2022/12/07 19:45:38","Today we upgraded our earnings guidance to 50-70 cents per share from 45-60 cents and lowered our forecast Farmgate Milk Price range with a midpoint of $9.00 while holding its advance rate. We’ve also reported a strong start to the 2023 financial year. https://t.co/6bT236KJlY",,0,0,6,
